rol	facultad	edad	dispositivos	uso	plus	p1	p2	p3	p4	p5
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	5	No	I think, that it is a very great tool but it also hurts us as students since it does not facilitate many things and we do not have the ability to analyze	Situations of very complex topics and gives me a very useful summary	None	A very useful experience and if it facilitates many things	To influence too much since it facilitates us and we find very simple answers that are easy to understand
Estudiante	Facultad de Medicina	17-24 años	Teléfono móvil,Computadora,	5	No	It serves a lot to see essential information of an article or find topics that are not in the designated books	At the time of exhibitions	At the time of drawing	Very essential	Ah relieved the load a bit
Profesor	Facultad de Medicina	55-64 años	Teléfono móvil,Computadora,	3	No	Interesting	Fast answers, generalists	Specific issues of imply conflicts and ideas.	Do not use it frequently	I do not use it for those issues
Estudiante	Facultad de Ciencias Humanas	17-24 años	Computadora,Teléfono móvil,	1	No	I consider that chatgpt is a double -edged sword, since although it is a tool that we can use in favor for learning, it can also become a mechanism that promotes facilism in the field of education, eroding such important things as critical thinking and argumentation.	Personally, I have not used chatgpt. But I consider that it can help in the search for information and/or synthesis of it.	At the time of writing essays or argumentative texts. I consider very little useful, or even very negative to use chatgpt in these contexts.	I have not used chatgpt.	I have not used chatgpt.
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Computadora,	4	No	It is a tool that helps minorize the time you take for a job. However, it is not 100% reliable.	When I want to find keywords of a text, or translate a language that is not English.	When certain idiomatic phrases erroneously translates	I have not had bad experiences. I recognize that using artificial intelligence to perform tasks is considered a serious fault in the university. Even so, I have a partner who used the chat GPT to correct the spelling faults of his essay and when he delivered it, the teacher told her that her essay had 100% plagiarism in Turnitin, then she had a zero rating.	I feel that sometimes it makes me useless and less efficient.
Estudiante	Facultad de Medicina	17-24 años	Computadora,Teléfono móvil,	6	Si	It is a good tool to complement our learning	When finding bibliography to review and in case of ABP to simulate patient to study	Search s depth on pathophysiology	So far good due to the good utility it possesses	I think it is another tool of all those that we have that helps complement our learning in addition to providing us with different use options that are usually not in books (such as patient simulation)
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	1	No	It is very useful but at the same time I see the risk that exists within the professional field.	Actually to obtain information more quickly has been useful	To sum up	N/A	N/A
Profesor	Facultad de Ciencias Exactas y Naturales	65 años o más	Computadora,Teléfono móvil,	7	No	Really interesting.	Search for information in an operational way.	Sometimes the expected response is not received.	Interesting tool, but the expected response is not always received.	It makes us think differently from the traditional by developing teaching work.
Profesor	Facultad de Enfermería	25-34 años	Ninguna ,	1	No	None	None	None	None	I think it can be an aid tool in studies but it can also be a tool that harms students' ability
Personal Administrativo	Facultad de Ciencias Exactas y Naturales	25-34 años	Teléfono móvil,	1	No	It is a useful tool, but I think it is a tool that can affect academic development for evil if it is used to avoid doing homework	Generate ideas for striking titles	Request information from current situations in the country	I have used it twice to generate talk titles	Has served to have a base on which to create a striking title without technical words
